INSTNM,STABBR,MAIN,PREDDEG,CONTROL,CCBASIC,UG12MN,G12MN,PPTUG_EF,COSTT4,C150,CDR2,CDR3,COMP_ORIG_YR4_RT,DEBT_MDN,COMPL_RPY_1YR_RT,PPLUS_PCT_LOW,PPLUS_PCT_HIGH,PLUS_DEBT_INST_MD,PLUS_DEBT_INST_N,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,RPY_1YR_RT,RPY_3YR_RT_SUPP,LOAN_YR4_RT,NPT4,WDRAW_ORIG_YR2_RT,RET_FT4,COUNT_NWNE_P6,COUNT_WNE_P6,LOAN_YR4_N,NOLOAN_YR4_N,PELL_YR4_N,NOPELL_YR4_N,SD_EARN_WNE_P10,MN_EARN_WNE_P10,GT_28K_P6,NUM4
Jefferson Community and Technical College,KY,1,1,1,2,16497,0,0.646,11293,0.1691,0.181,0.18,0.136410256,7230,0.41555783,0,5,5886,31,0.3985,0.1976,144.7566437,13948,23900,4200,12600,36800,47700,0.212460064,0.271522255,0.595641,5543,0.556076451,0.5777,684,3845,2323,1577,3433,467,22500,31500,0.412,614
Summit Salon Academy-Lexington,KY,1,1,3,-2,149,0,0,15401,0.4483,0.141,0.25,0.588235294,7000,0.267241379,0,5,,12,0.7987,0.9195,82.16506656,7917,20900,,11500,28700,,0.174468085,0.234042553,0.8983957,11657,0.3671875,0.8889,,,168,19,165,22,,,0.275,11
American National University-Lexington,KY,1,2,3,14,529,0,0.4933,25351,0.3662,0.061,0.145,0.246861925,9344,0.140226629,0,5,3678,28,0.3948,0.2575,182.7827652,17612,18000,2300,8900,29100,37200,0.090118939,0.140596745,0.8172943,20312,0.403703704,0,695,2246,586,131,682,35,17600,23200,0.269,7
Kentucky Mountain Bible College,KY,1,3,2,24,89,0,0.2769,17665,0.3158,0.073,0.058,,6150,,0,5,,,0.6506,0.494,,,,,,,,0.375,0.46875,0,12365,,0.6667,,,,,,,,,,14
Kentucky State University,KY,1,3,1,22,2718,201,0.1468,18975,0.1798,0.218,0.148,0.237681159,15750,0.314371258,10,15,14988,258,0.5014,0.5105,295.8232989,28504,23500,5000,14300,34200,46400,0.167270531,0.235260116,0.8811594,10109,0.24695122,0.5605,80,895,608,82,592,98,20200,31300,0.384,110
Kentucky Wesleyan College,KY,1,3,2,22,836,0,0.0383,37572,0.4204,0.074,0.141,0.419354839,12250,0.654255319,10,15,17349,102,0.4804,0.6578,251.0927903,24194,29000,10400,19400,38600,52500,0.516806723,0.570866142,0.8709677,24623,0.214285714,0.6927,,,189,28,157,60,24600,41700,0.534,157
University of Kentucky,KY,1,3,1,15,23361,7741,0.0613,28711,0.6616,0.061,0.059,0.554204398,16750,0.699572127,5,15,26000,2275,0.2381,0.4248,240.7767518,23200,36900,10100,24000,53800,68500,0.580773043,0.632590315,0.8993532,18523,0.137288136,0.8454,277,4593,3476,389,2175,1690,45000,54000,0.683,1836
Kentucky Christian University,KY,1,3,2,22,626,125,0.0916,32749,0.3354,0.089,0.116,0.385869565,8750,0.575221239,10,15,11456,107,0.4618,0.6797,241.2956673,23250,27500,6200,17400,38700,51500,0.457627119,0.52631579,0.9293478,18931,0.22,0.7012,28,289,171,13,121,63,23000,36500,0.478,147
Lexington Theological Seminary,KY,1,4,2,24,,101,,0,0,0.065,0.018,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Lindsey Wilson College,KY,1,3,2,18,2206,714,0.0301,37201,0.3726,0.125,0.112,0.395472703,12211,0.45540797,0,10,8750,136,0.5991,0.7137,182.9073049,17624,24900,4700,14400,34000,40000,0.363829787,0.420477816,0.8908123,15773,0.274861878,0.6089,137,790,669,82,596,155,22900,31300,0.409,460
University of Louisville,KY,1,3,1,15,17663,7165,0.1805,26140,0.5654,0.082,0.064,0.468721109,13000,0.673930269,0,10,15631,949,0.287,0.3944,212.7553195,20500,34800,9900,23000,49400,60100,0.524774775,0.585318425,0.8560863,16692,0.205792164,0.8027,256,3399,2778,467,1961,1284,47200,48600,0.655,1385
Louisville Presbyterian Theological Seminary,KY,1,4,2,24,,165,,0,0,0.047,0.027,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Madisonville Community College,KY,1,1,1,6,5138,0,0.5095,10489,0.3956,0.133,0.152,0.319612591,6750,0.492440605,0,5,,,0.3349,0.1889,98.59392855,9500,24700,4300,12700,37400,52000,0.331804281,0.379925651,0.5326877,4757,0.442040185,0.6042,209,1054,440,386,740,86,24400,32100,0.428,229
Maysville Community and Technical College,KY,1,1,1,8,4802,0,0.3939,11662,0.4191,0.27,0.23,0.246305419,8000,0.332061069,0,5,,,0.4973,0.2821,129.9052846,12517,21600,3700,10900,33500,47400,0.193942614,0.23587351,0.6100164,5664,0.539428571,0.6166,320,1099,743,475,1125,93,20600,29200,0.358,342
Midway University,KY,1,3,2,20,1174,325,0.2095,39350,0.3673,0.076,0.1,0.41509434,13840,0.524774775,5,15,15129,82,0.4611,0.6587,211.9873247,20426,31500,6900,18400,49000,56200,0.348778433,0.432216906,0.9025157,22128,0.271777003,0.7398,63,513,287,31,247,71,26000,37400,0.581,106
Morehead State University,KY,1,3,1,18,10903,1314,0.1148,21512,0.4458,0.1,0.107,0.404739777,16499,0.518720218,5,10,7500,655,0.3284,0.4386,258.0151219,24861,27200,5700,16100,39000,48800,0.393632417,0.465564738,0.8619888,12759,0.257906216,0.7375,324,2314,1855,297,1588,564,28800,37000,0.477,984
Murray State University,KY,1,3,1,18,9087,2008,0.0941,20984,0.5547,0.073,0.085,0.456790123,15512,0.676742751,5,10,15576,658,0.3043,0.4555,228.9869936,22064,29700,9100,18700,41900,56200,0.504775687,0.572485613,0.8867418,12242,0.219883041,0.7932,173,2180,1652,211,1215,648,29600,42300,0.544,654
Gateway Community and Technical College,KY,1,1,1,5,5775,0,0.5761,10794,0.3682,0.238,0.192,0.223684211,8117,0.380136986,0,5,,,0.3742,0.2511,132.0017029,12719,25400,4600,12200,38000,52300,0.213658909,0.280353201,0.7376161,5455,0.500537057,0.623,265,1358,953,339,1110,182,22100,31700,0.441,223
Northern Kentucky University,KY,1,3,1,17,13821,2718,0.1692,17711,0.4248,0.068,0.065,0.396968603,14538,0.644332069,5,10,12580,2164,0.3079,0.4631,251.6739755,24250,32800,7900,21400,44800,53800,0.486092033,0.5464908,0.8960664,9244,0.291875241,0.6857,265,3489,2483,288,1779,992,31300,41800,0.617,997
West Kentucky Community and Technical College,KY,1,1,1,6,8587,0,0.4269,10759,0.4482,0.173,0.213,0.277124183,6593,0.478978979,0,5,,,0.3413,0.1391,104.4576727,10065,22900,3900,12700,36500,48800,0.296314496,0.33952381,0.4777778,4330,0.557726465,0.6714,296,1470,731,799,1396,134,23200,31400,0.386,429
University of Pikeville,KY,1,3,2,21,1838,817,0.024,35966,0.2943,0.095,0.121,0.303797468,12500,0.609195402,5,10,8000,141,0.4526,0.5904,236.1065131,22750,28300,5300,18400,43300,57600,0.372771475,0.41509434,0.8248945,17585,0.232227488,0.5986,50,317,391,83,397,77,37700,39000,0.514,259
Big Sandy Community and Technical College,KY,1,1,1,5,6095,0,0.2882,11700,0.2688,0.211,0.237,0.191680261,7000,0.377104377,0,5,,,0.4625,0.2115,114.161391,11000,21300,3200,10100,34400,52800,0.202846975,0.248991355,0.5261011,4966,0.615875912,0.6094,412,1110,645,581,1135,91,23100,28200,0.35,309
Empire Beauty School-Chenoweth,KY,0,1,3,-2,162,0,0.2308,17569,0.25,0.141,0.133,0.549167927,8028,0.359126984,10,15,5856,411,0.7407,0.8148,121.9036089,11746,16300,4000,7700,26100,40200,0.264110756,0.29787234,0.9107413,13389,0.301886792,0.5,115,345,1204,118,1146,176,17600,22000,0.209,29
Empire Beauty School-Elizabethtown,KY,0,1,3,-2,187,0,0.2727,19084,0.2558,0.113,0.142,0.542655548,6222,0.29389313,5,15,3138,366,0.7807,0.8396,107.8617578,10393,16100,,9000,28700,,0.228442728,0.259142497,0.8563182,14555,0.320319432,0.4348,318,1013,1335,224,1421,138,22900,24800,0.263,43
Empire Beauty School-Dixie,KY,0,1,3,-2,204,0,0,19301,0.125,0.183,0.151,0.470502549,8424,0.310782241,5,15,4630,444,0.9118,0.8922,118.5617937,11424,15900,,9000,30000,,0.245302714,0.27412731,0.8747269,14168,0.313242009,0.3438,94,257,1201,172,1269,104,17200,22700,0.276,64
Empire Beauty School-Florence,KY,0,1,3,-2,171,0,0.2323,18949,0.25,0.151,0.152,0.5,9500,0.33632287,5,15,5738,295,0.807,0.8889,134.9180075,13000,15700,2800,7500,23400,31200,0.258823529,0.277136259,0.8439349,14505,0.361144219,0.2778,116,414,1141,211,1237,115,15100,20200,0.167,34
Somerset Community College,KY,1,1,1,7,7519,0,0.42,11491,0.2783,0.244,0.218,0.182232346,8000,0.390355913,0,5,,,0.559,0.2876,134.7623329,12985,20100,3300,10400,31200,43300,0.205454125,0.259133197,0.6109339,5203,0.612121212,0.5611,695,2360,1341,854,2038,157,20200,27500,0.311,668
Southeast Kentucky Community and Technical College,KY,1,1,1,2,4529,0,0.2707,11616,0.3401,0.208,0.286,0.305870237,7000,0.384210526,0,5,,,0.481,0.21,100.8045082,9713,19100,3700,9700,32700,46400,0.222129784,0.266990291,0.5798146,5230,0.556832695,0.625,326,959,563,408,920,51,24000,27900,0.33,300
The Southern Baptist Theological Seminary,KY,1,3,2,24,1183,3909,0.3078,0,0.4937,,,,,,,,,,0,0,,,,,,,,,,#DIV/0!,0,,0.8137,,,,,,,,,,0
Spalding University,KY,1,3,2,17,1380,1051,0.1131,34596,0.386,0.081,0.061,0.416666667,19500,0.534591195,5,15,12311,170,0.408,0.5992,259.4577067,25000,35400,9000,22000,50100,70100,0.356877323,0.429577465,0.9444444,23596,0.265060241,0.7378,47,437,340,20,216,144,30000,48300,0.661,155
Sullivan University,KY,1,2,3,18,4484,1113,0.3724,40866,0.292,0.17,0.135,0.2905,10941,0.407616361,5,10,13589,638,0.5409,0.7143,203.311059,19590,26000,5500,14600,38800,50200,0.253562542,0.314981356,0.8585,37276,0.447044335,0,495,2998,1717,283,1706,294,26400,35100,0.453,193
Thomas More University,KY,1,3,2,19,2539,289,0.1134,38535,0.4828,0.054,0.084,0.366171004,12000,0.722929936,10,15,14300,215,0.2648,0.5061,280.2143233,27000,41300,16100,28300,57700,78100,0.572591588,0.62628866,0.9405204,17828,0.227848101,0.6332,35,594,506,32,388,150,46200,58900,0.756,297
Transylvania University,KY,1,3,2,21,988,0,0.0111,50080,0.7545,0.023,0.02,0.68627451,19500,0.756302521,10,15,28412,109,0.2305,0.5867,280.2143233,27000,34100,8900,20300,44400,47900,0.684659091,0.75,0.9509804,24588,0.070175439,0.8156,,,194,10,87,117,27200,50100,0.614,200
Trend Setters' Academy of Beauty Culture-Louisville,KY,1,1,3,-2,77,0,0.4722,19959,0.2,0.176,0.132,0.421875,4750,0.178571429,0,5,,,0.5195,0.4545,52.54537477,5063,13300,1500,5600,22300,24600,0.212014134,0.226480836,0.8046875,17151,0.11,0.5625,48,166,103,25,,,13700,18200,0.181,11
Union College,KY,1,3,2,20,1233,309,0.0877,37499,0.267,0.109,0.152,0.303921569,13875,0.479166667,10,20,12714,176,0.5323,0.7182,268.5387265,25875,28200,4400,16300,38300,45400,0.385454546,0.467005076,0.9084967,21586,0.27340824,0.6371,50,405,278,28,229,77,25400,36400,0.506,221
Western Kentucky University,KY,1,3,1,17,21084,3476,0.1294,20365,0.4456,0.101,0.092,0.390720747,14250,0.602476377,10,15,12000,2421,0.3065,0.4244,237.953852,22928,28200,7300,17200,40100,52200,0.407683837,0.468789809,0.8932011,12776,0.247507331,0.7147,510,4865,3061,366,2337,1090,32000,38600,0.504,1701
Central Louisiana Technical Community College,LA,1,1,1,13,3613,0,0.2492,13984,0.6971,0.156,,0.352649007,7000,,0,5,,,0.3514,0.2214,57.08069548,5500,,4600,,,47700,,,0.0347682,8920,0.310211946,0.6907,,,21,583,,,,,,269
Ayers Career College,LA,1,1,3,-2,271,0,0,27150,0.5841,0.076,0.068,0.486842105,9500,0.478723404,0,5,4820,21,0.6384,0.6716,98.59392855,9500,19900,4600,12100,27900,43200,0.453531599,0.447368421,0.7236842,23026,0.282485876,0.8,68,349,165,63,,,18300,27700,0.249,46
Baton Rouge General Medical Center-School of Nursing,LA,1,1,2,-2,334,0,0,0,0,0.021,0.018,,14969,,0,5,,,0.5941,0.7228,,,52300,,,,,,,0,0,,0,,,,,20,15,21500,53400,0.855,0
Baton Rouge School of Computers,LA,1,1,3,11,63,0,0.3793,23326,0.9655,0.264,0.118,0.538461538,22917,,5,15,,,0.619,0.7778,,,19600,3900,,,51100,0.52631579,0.461538462,0,18562,,0.1667,,,,,,,28000,37100,0.358,29
Bossier Parish Community College,LA,1,2,1,4,9124,0,0.4338,16004,0.1377,0.183,0.237,0.115769712,9000,0.589403974,0,5,6317,73,0.5532,0.5126,165.4925037,15946,22800,4400,13000,37000,56000,0.459183674,0.413337007,0.7887985,10435,0.497219648,0.5049,259,1473,2521,675,2860,336,28400,36400,0.392,568
Centenary College of Louisiana,LA,1,3,2,21,549,68,0.011,52978,0.6013,0.09,0.094,0.470588235,18800,0.766233766,15,20,20000,79,0.3884,0.6323,280.2143233,27000,31200,8100,17700,43700,60100,0.691449814,0.719063545,0,25449,0.151079137,0.763,,,,,67,52,38800,52500,0.516,129
Cloyd's Beauty School 1 Inc,LA,1,1,3,-2,51,0,0,6310,0.8571,0,,,,,,,,,0.5098,0,,,,,,,,,,0,1643,,0.75,,,,,,,,,,21
Crescent City Bartending School,LA,1,1,3,-2,1137,0,0,17564,0.7601,0.179,0.15,0.813996317,9500,0.239923225,0,5,,,0.2726,0.3281,98.59392855,9500,20000,3500,10000,32400,46900,0.249757046,0.249757046,0.9410681,15228,0.134366925,0,318,1035,511,32,323,220,25600,29400,0.308,575
D'Jay's Institute of Cosmetology and Esthiology,LA,1,1,3,-2,90,0,0.0267,25400,0.5882,0.272,0.051,0.645833333,5731,0.529411765,0,5,,,0.4222,0.7667,93.40477442,9000,16600,,,,,0.419753086,0.440476191,0.75,22724,,0.6875,,,36,12,,,15500,22300,0.286,10
Delgado Community College,LA,1,1,1,4,20393,0,0.5766,13994,0.055,0.122,0.2,0.14516129,10250,0.746642793,0,5,3555,38,0.5879,0.4957,217.9444736,21000,25300,6100,14200,39100,53500,0.531876791,0.486577558,0.7423195,9272,0.528855251,0.4683,572,3797,3866,1342,4628,580,25100,34700,0.442,958
Avery James School of Cosmetology,LA,1,1,3,-2,118,0,0,20357,0.4615,0,,0.423076923,4979,,0,5,,,0.7966,0.7712,54.95314228,5295,,,,,,,,0,17357,,0.5263,,,,,,,,,,58
Denham Springs Beauty School,LA,1,1,3,-2,112,0,0,13412,0.7922,0.151,0.044,0.666666667,7171,0.685714286,0,5,,,0.3661,0.4821,82.15468826,7916,,,,,,0.603448276,0.586206897,0.7291667,10419,,0.4694,,,35,13,37,11,15100,19500,,35
Dillard University,LA,1,3,2,21,1378,0,0.0657,31436,0.4198,0.084,0.183,0.384858044,25500,0.716894977,25,30,17054,352,0.7612,0.8829,332.1058646,32000,25000,6700,13600,39000,50400,0.593167702,0.547066849,0.9684543,17123,0.182890855,0.6884,30,277,307,10,279,38,24300,37900,0.433,326
Nunez Community College,LA,1,1,1,9,3587,0,0.489,14772,0.1961,0.197,0.195,0.222651223,5350,0.653846154,0,5,,,0.4567,0.3909,93.40477442,9000,28100,3900,15700,43600,53300,0.507507508,0.482954546,0.5572716,10516,0.47976012,0.4785,85,398,433,344,706,71,27500,32500,0.505,156
Grambling State University,LA,1,3,1,18,5049,1375,0.0742,25927,0.3298,0.124,0.179,0.272972973,24969,0.565072303,20,25,13749,1288,0.7858,0.8601,385.9900411,37192,21900,5000,13100,34600,48600,0.440068493,0.408433735,0.9666667,18915,0.342982456,0.7241,120,1596,1073,37,1027,83,24300,32800,0.354,841
Guy's Shreveport Academy of Cosmetology Inc,LA,1,1,3,-2,113,0,0,15759,0.5217,0.069,0.075,0.675,9500,0.409090909,10,20,7500,30,0.4425,0.3982,98.59392855,9500,12600,3700,,,30300,0.362745098,0.356435644,0,12365,,0.8315,28,99,,,,,17000,21400,0.141,12
ITI Technical College,LA,1,2,3,11,1005,0,0,23000,0.5547,0.113,0.116,0.65743073,12923,0.79020979,5,10,7167,127,0.6102,0.735,164.9216967,15891,47500,7700,21800,76200,86900,0.663967611,0.643564356,0.9269521,19362,0.287974684,0.5337,54,496,368,29,312,85,42900,59900,0.688,169
John Jay Beauty College,LA,1,1,3,-2,141,0,0,11638,0.7143,0,,,,,,,,,0.5745,0,,,16800,,9900,27300,,,,0,8424,,0.7826,,,,,,,22100,23800,0.231,70
Louisiana State University Health Sciences Center-New Orleans,LA,1,3,1,25,1083,2089,0.2033,0,0,0.009,0.016,0.839215686,17362,0.866468843,0,5,21903,22,0.2258,0.5125,197.9039604,19069,58600,31700,48800,69400,118000,0.801864802,0.808035714,0.9137255,0,0.064102564,0,,,233,22,117,138,98100,99800,0.928,0
Louisiana State University-Alexandria,LA,1,3,1,21,4074,0,0.3341,14488,0.2965,0.082,0.14,0.28363047,10254,0.803921569,0,5,6250,108,0.3763,0.4176,218.4322541,21047,30000,7400,18600,44100,57200,0.641420118,0.626984127,0.7795786,7835,0.307377049,0.5641,86,779,481,136,480,137,25400,36300,0.535,259
Louisiana State University and Agricultural & Mechanical College,LA,1,3,1,15,26857,6697,0.0509,28539,0.6657,0.03,0.04,0.561216105,13418,0.82688697,5,10,19957,2274,0.2037,0.3141,212.7553195,20500,40200,10900,26000,56100,72200,0.738694587,0.723629568,0.837031,15428,0.138333766,0.8382,293,3786,3056,595,2168,1483,55900,60100,0.721,1903
Louisiana State University-Eunice,LA,1,2,1,4,3630,0,0.3841,13801,0.1549,0.109,0.171,0.166887417,6000,0.823170732,0,5,4744,19,0.3978,0.4169,124.5396992,12000,26200,6800,15400,41800,55900,0.59437751,0.547169811,0.6900662,8394,0.402173913,0.5392,170,1115,521,234,598,157,27000,36700,0.469,492
Louisiana State University-Shreveport,LA,1,3,1,18,3351,4630,0.2616,17712,0.3252,0.069,0.086,0.314527504,12677,0.712643678,0,5,5494,55,0.3529,0.3806,220.5390507,21250,32800,7300,20300,46200,63300,0.608486789,0.572956455,0.787024,9233,0.256521739,0.6286,115,943,558,151,563,146,30000,41000,0.598,161
Aveda Arts & Sciences Institute-Baton Rouge,LA,1,1,3,-2,221,0,0,22666,0.5405,0.103,0.225,0.691176471,9500,0.676829268,5,15,5273,46,0.6742,0.6878,102.0499052,9833,19300,2900,11300,30400,43600,0.632034632,0.536796537,0.8970588,17851,0.330434783,0.5714,28,110,122,14,116,20,20500,25300,0.3,47
Aveda Arts & Sciences Institute-Lafayette,LA,1,1,3,-2,256,0,0,18789,0.7,0.05,0.225,0.808510638,7916,0.718181818,5,10,10169,35,0.4805,0.5664,88.21562029,8500,17500,3000,,,35000,0.683823529,0.671641791,0.893617,14592,,1,28,97,84,10,66,28,20400,23100,0.247,35
Louisiana Academy of Beauty,LA,1,1,3,-2,63,0,0,18142,0.9375,0.315,0.311,0.625,5250,,0,5,,,0.4603,0.2857,,5500,,,,,,0.655172414,,0,12858,,0.7333,,,,,,,,,,15
Louisiana College,LA,1,3,2,20,1132,383,0.0546,25396,0.2955,0.083,0.161,0.326018809,10250,0.847682119,10,15,8890,144,0.4539,0.6312,230.1804991,22179,33400,9800,20400,45500,67000,0.651600753,0.669051878,0.9122257,12789,0.245487365,0.6298,33,364,291,28,215,104,32200,48300,0.582,236
Opelousas School of Cosmetology,LA,1,1,3,-2,22,0,0,15939,0.5455,0.086,0.152,0.538461538,5500,,0,5,,,0.8182,0.6364,,6500,,,,,,,,0.5769231,10869,,0.6667,,,15,11,,,,,,9
Louisiana Tech University,LA,1,3,1,16,12053,1840,0.0576,20098,0.5363,0.05,0.065,0.492845787,14080,0.719008265,10,15,11614,1048,0.2259,0.3237,223.1336278,21500,35400,9100,21100,50700,69700,0.668292683,0.661538462,0.8219396,9839,0.179697352,0.7858,153,1597,1034,224,812,446,44300,49200,0.63,979
Loyola University New Orleans,LA,1,3,2,17,2949,1428,0.0812,52842,0.6104,0.037,0.065,0.538188277,18406,0.777183601,10,20,23910,408,0.3211,0.6228,269.836015,26000,31700,6600,18200,45100,65300,0.656880734,0.651376147,0.9431616,20776,0.139896373,0.8477,59,622,531,32,338,225,34600,52300,0.568,592
McNeese State University,LA,1,3,1,18,7736,831,0.0953,18978,0.4517,0.1,0.136,0.360727273,12033,0.788867562,0,5,9014,178,0.307,0.3615,225.7385832,21751,32600,8100,18900,48300,60500,0.65752286,0.622996795,0.7941818,10788,0.331811263,0.6992,194,1809,1092,283,1028,347,39200,45000,0.591,667
University of New Orleans,LA,1,3,1,16,8055,1855,0.1899,19331,0.3683,0.073,0.085,0.409861325,10250,0.751915709,0,5,8508,163,0.3606,0.3752,181.6203947,17500,31500,6700,17700,46600,58400,0.651660839,0.630300535,0.7688752,10541,0.230709275,0.711,194,1745,998,300,976,322,32100,43500,0.568,596
New Orleans Baptist Theological Seminary,LA,1,1,2,-2,1662,1953,0.7147,0,0.4074,,,,,,,,,,0,0,,,,,,,,,,#DIV/0!,0,,0.5769,,,,,,,,,,0
Nicholls State University,LA,1,3,1,18,6615,871,0.1176,19041,0.4502,0.065,0.104,0.381026439,12500,0.863368669,0,10,10087,421,0.3805,0.5354,232.56751,22409,33600,8000,20500,48300,63000,0.738049713,0.680468047,0.8794712,11266,0.233976834,0.7429,136,1430,1131,155,888,398,35000,43800,0.61,685
University of Louisiana at Monroe,LA,1,3,1,17,8828,1509,0.2032,20052,0.4375,0.085,0.071,0.405734767,13837,0.76384535,0,10,7247,403,0.347,0.3971,220.6116989,21257,31600,7000,19300,47900,69700,0.678215472,0.63131543,0.8580645,9361,0.211640212,0.7134,175,1997,1197,198,1020,375,40100,46300,0.574,651
Northwest Louisiana Technical College,LA,1,1,1,11,1661,0,0.4451,13387,0.6317,0.156,,0.415204678,,,,,,,0.5164,0,,,,4600,,,47700,,,0,7880,0.2265625,0.4865,,,,,,,,,,88
Northwestern State University of Louisiana,LA,1,3,1,18,11658,1441,0.252,20612,0.446,0.095,0.094,0.384306987,13777,0.754074074,0,10,9452,546,0.4715,0.6348,252.4419703,24324,30700,6000,18700,47500,60600,0.639214444,0.620084695,0.8654066,11049,0.274117027,0.7075,250,2191,1511,235,1303,443,30500,39600,0.555,993
University of Holy Cross,LA,1,3,2,20,1155,424,0.4531,21515,0.4921,0.046,0.09,0.336283186,16750,0.891304348,0,10,7527,56,0.4123,0.6228,321.7275563,31000,36500,11100,20000,52100,63300,0.737739872,0.688212928,0.9292035,14368,0.187250996,0.7612,35,302,210,16,154,72,24400,40700,0.642,46
Franciscan Missionaries of Our Lady University,LA,1,3,2,26,1428,339,0.5024,24610,0.3505,0.05,0.074,0.299126638,15250,0.820224719,0,10,15000,85,0.3257,0.3722,256.2092962,24687,45100,17200,30700,59000,73500,0.743119266,0.731707317,0.9475983,16226,0.2075,0.7705,51,774,434,24,238,220,28400,49400,0.791,49
Pat Goins Benton Road Beauty School,LA,1,1,3,-2,168,0,0,12566,0.5263,0.062,0.048,,6333,,0,5,,,0.5655,0.5357,65.72582627,6333,,,,,,0.537037037,0.527272727,0,6766,0.296875,0.5,,,,,,,,,,6
Celebrity Stylist Beauty School,LA,1,1,3,-2,42,0,0.5946,15379,0.3333,0.062,0.088,,9500,,0,5,,,0.619,0.5238,,9833,,,,,,,,0,13323,,1,,,,,,,,,,3
Pineville Beauty School,LA,1,1,3,-2,81,0,0,14664,0.7727,0,,0.631578947,,,,,,,0.642,0,,,,,,,,,,0,9010,,0.7647,,,,,,,,,,17
Aveda Arts & Sciences Institute-Covington,LA,1,1,3,-2,3837,0,0,23082,0.7005,0.079,0.226,0.742690058,7917,0.47311828,0,10,6860,501,0.3776,0.5251,90.85171059,8754,21500,4200,10700,33900,47000,0.441305943,0.467584209,0.8959064,19115,0.178635015,0.836,196,773,1532,178,1291,419,22600,27400,0.365,330
Saint Joseph Seminary College,LA,1,3,2,24,149,0,0,35640,0.5,0,0,,,,0,5,,,0.137,0.0959,,,,,,,,,,0,32414,,0.6667,,,,,,,,,,5
Vanguard College of Cosmetology-Slidell,LA,1,1,3,-2,157,0,0.0345,23844,0.375,0.13,0.155,0.648648649,9833,0.638297872,5,10,9247,84,0.6051,0.5605,136.0699997,13111,16300,,7800,26800,,0.593922652,0.528767123,0.9459459,19535,0.262411348,0.5,49,161,210,12,181,41,16600,21200,0.23,19
LaSalle Tech,LA,1,1,3,-2,48,0,0,20607,0.6552,0.225,0.189,,6333,,0,10,,,0.8958,0.7292,87.03249314,8386,,,,,,0.588235294,0.45945946,0,16655,,0.8,,,,,,,12000,15500,,19
Fletcher Technical Community College,LA,1,1,1,8,3027,0,0.3748,14578,0.2022,,0.3,0.187175043,5500,,0,5,,,0.4183,0.2999,83.02646615,8000,24400,2700,14400,39200,56700,,,0.084922,9653,0.475778547,0.5741,68,392,49,528,,,29800,33400,0.418,229
Remington College-Lafayette Campus,LA,0,1,2,8,621,0,0,27232,0.4368,,0.142,0.625125628,9500,0.280766567,5,10,5311,876,0.747,0.6714,146.5417128,14120,21900,3100,12300,32300,35300,0.234972678,0.258916165,0.8919598,22303,0.297234488,0.7063,374,1887,5325,645,5516,454,17800,28100,0.357,117
SOWELA Technical Community College,LA,1,1,1,11,4169,0,0.4056,13744,0.4339,0.156,0.045,0.208416834,3716,,,,,,0.3647,0,,,28700,6900,15100,51900,85600,0.555555556,,0,7817,0.542606516,0.5965,120,918,,,,,34500,44000,0.514,284
Stevensons Academy of Hair Design,LA,1,1,3,-2,143,0,0.5,15525,0.7143,0,,0.666666667,,,,,,,0.6224,0,,,16000,,,,,,,0,9943,,0.875,,,,,,,15500,19900,0.268,6
Southeastern Louisiana University,LA,1,3,1,18,16467,1247,0.1644,19673,0.3959,0.067,0.109,0.319513123,11000,0.810840708,0,5,8003,710,0.3568,0.4277,225.6763133,21745,31500,7100,19800,45000,57100,0.686467066,0.665686496,0.8143781,11910,0.279512567,0.6739,309,3360,2141,488,1922,707,31700,42800,0.58,1364
Southern University and A & M College,LA,1,3,1,18,5932,1056,0.1336,23377,0.3042,0.07,0.149,0.260422961,16250,0.68988955,15,20,10481,1165,0.6873,0.7811,321.7275563,31000,27300,6600,16800,41600,54300,0.576451078,0.53247549,0.9359517,16579,0.302578797,0.6422,115,1581,1549,106,1432,223,27200,39600,0.485,1031
Southern University at New Orleans,LA,1,3,1,19,2590,521,0.1866,12702,0.25,0.123,0.132,0.297619048,19000,0.730858469,0,5,7000,57,0.6243,0.6698,322.0492839,31031,24800,6700,14500,36800,43000,0.620029455,0.538409245,0.8503401,7097,0.241106719,0.4845,104,770,500,88,529,59,23000,32100,0.429,174
Southern University at Shreveport,LA,1,2,1,8,4380,0,0.2873,16149,0.1078,0.142,0.262,0.05677517,9500,0.594117647,0,10,6440,195,0.5798,0.5878,179.0258176,17250,22900,4100,13900,36100,52300,0.463315217,0.431067961,0.8395155,10964,0.45212766,0.3917,131,1008,1109,212,1242,79,21700,29800,0.386,562
University of Louisiana at Lafayette,LA,1,3,1,16,17250,2267,0.1297,20807,0.4821,0.065,0.075,0.442179392,13255,0.846062759,0,10,10213,926,0.3365,0.4582,222.365633,21426,32800,9200,20300,45400,59700,0.738452977,0.693051202,0.8250556,11228,0.185964912,0.7482,286,3107,2226,472,1904,794,37500,46400,0.602,1820
